Name,Program Identifier,Inspection Date,Description,Address,City,zipcode,Phone,Longitude,Latitude,Inspection Business Name,Inspection Type,Inspection Score,Inspection Result,Inspection Closed Business,Violation Type,Violation Description,Violation Points,Business_ID,Inspection_Serial_Num,Violation_Record_ID,Grade
NORTH STAR DINER,NORTH STAR DINER,2019-08-05,Seating 151-250 - Risk Category III,8580 GREENWOOD AVE N ,Seattle,98103,(206) 457-5794,-122.35500342370001,47.6922436825,NORTH STAR DINER,Routine Inspection/Field Review,0.0,Unsatisfactory,False,,,0,PR0001992,DA2890756,,1.0
POKE N ROLL,POKE N ROLL,2019-08-05,Seating 0-12 - Risk Category III,811 E PIKE ST,Seattle,98122,(206) 518-3758,-122.32175257770001,47.6139331013,POKE N ROLL,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2200 - Accurate thermometer provided and used ...,5,PR0051888,DAOOHLZSB,IVVYLQE0M,1.0
SHANGHAI KITCHEN,SHANGHAI KITCHEN,2019-08-05,Seating 0-12 - Risk Category III,3725 S 144TH ST,TUKWILA,98168,(253) 617-5532,-122.28586000000001,47.47309,SHANGHAI KITCHEN,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0031839,DAJWNKZJF,IVRMLHYFS,1.0
BATCH 206 DISTILLERY,BATCH 206 DISTILLERY,2019-08-05,Seating 51-150 - Risk Category III,1417 ELLIOTT AVE W,SEATTLE,98119,(206) 683-8777,-122.37413437,47.63063947,BATCH 206 DISTILLERY,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0081844,DAFK02GIV,IVSQPBPIQ,1.0
SAAR SUPER SAVER FOODS,SAARS SUPER SAVER FOODS,2019-08-05,Seating 0-12 - Risk Category III,3725 S 144TH ST ,TUKWILA,98168,(206) 737-9540,-122.28587939180001,47.4733242725,SAAR SUPER SAVER FOODS,Routine Inspection/Field Review,25.0,Unsatisfactory,False,RED,1710 - Proper hot holding temperatures (less than130 degrees),25,PR0031838,DAWK51HMK,IVTT1THHW,1.0
CENTRAL AREA SENIOR NUTRITION,CENTRAL AREA SENIOR NUTRITION,2019-08-05,Seating 13-50 - Risk Category III,500 30TH AVE S,SEATTLE,98144,,-122.2932972991,47.597490319799995,CENTRAL AREA SENIOR NUTRITION,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0002537,DAUJRNVJZ,IVYMCDLL9,1.0
SOPRANO'S PIZZA & PASTA,SOPRANO'S PIZZA & PASTA,2019-08-05,Seating 13-50 - Risk Category III,7729 24TH AVE NW ,Seattle,98117,,-122.38794755389999,47.6858805139,SOPRANO'S PIZZA & PASTA,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3200 - Insects, rodents, animals not present; entrance controlled.",5,PR0020874,DASW0PAEV,IVXEHUUEF,1.0
MCDONALD'S #13375,MC DONALD'S #13375,2019-08-05,Seating 13-50 - Risk Category III,9000 HOLMAN RD NW ,Seattle,98117,(425) 454-3663,-122.37450221549999,47.6944709806,MCDONALD'S #13375,Routine Inspection/Field Review,10.0,Unsatisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0052091,DA2MKIXEY,IVQ5VO5EK,1.0
ST. JOHN'S BAR & EATERY,ST. JOHN'S BAR & EATERY,2019-08-05,Seating 51-150 - Risk Category III,719 E PIKE ST,SEATTLE,98122,,-122.32250606,47.61395443,ST. JOHN'S BAR & EATERY,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0081876,DABWYTELS,,1.0
KALADI BROTHERS COFFEE,KALADI BROTHERS COFFEE,2019-08-05,Seating 13-50 - Risk Category II,517 E PIKE ST #C,SEATTLE,98122,(206) 257-1688,-122.32468999999999,47.613929999999996,KALADI BROTHERS COFFEE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0087911,DAVEAVSFN,,1.0
HOLY MOUNTAIN BREWING COMPANY,HOLY MOUNTAIN BREWING COMPANY,2019-08-05,Seating 51-150 - Risk Category I,1421 ELLIOTT AVE W,SEATTLE,98119,(206) 446-6216,-122.37441953,47.63074347,HOLY MOUNTAIN BREWING COMPANY,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0084553,DABUYUK69,IVIHHZBNU,1.0
TACO TIME,TACO TIME,2019-08-05,Seating 51-150 - Risk Category III,1140 ELLIOTT AVE W ,Seattle,98119,(425) 988-2429,-122.3717138667,47.6295961732,TACO TIME,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0032399,DAQ2XEY0H,,1.0
7-ELEVEN #39592A,7-ELEVEN #39592A,2019-08-05,Seating 0-12 - Risk Category III,6230 RAINIER AVE S,SEATTLE,98118,(206) 457-9868,-122.27565261,47.54631145,7-ELEVEN #39592A,Routine Inspection/Field Review,15.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0083082,DA50NNBOS,IVSDP2J8J,1.0
DREAM DINNERS - WEST SEATTLE,DREAM DINNERS - WEST SEATTLE,2019-08-06,Seating 0-12 - Risk Category III,4700 41ST AVE SW ,SEATTLE,98116,,-122.3838954339,47.561039205600004,DREAM DINNERS - WEST SEATTLE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0070172,DA6FVW99S,,1.0
STARBUCKS COFFEE,STARBUCKS #11668,2019-08-06,Seating 0-12 - Risk Category II,4408 FAUNTLEROY WAY SW ,SEATTLE,98126,(425) 226-6656,-122.37699958280001,47.564296336999995,STARBUCKS COFFEE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0066397,DAL6E93LB,,1.0
TRAVELODGE  SEATTLE CENTER,TRAVELODGE  SEATTLE CENTER,2019-08-06,Seating 13-50 - Risk Category III,200 6TH AVE N,SEATTLE,98109,(206) 441-7878,-122.34454,47.620151,TRAVELODGE  SEATTLE CENTER,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0083853,DAMFHUZ6X,,2.0
OTHER COAST CAFE,OTHER COAST CAFE,2019-08-06,Seating 13-50 - Risk Category III,721 E PIKE ST,SEATTLE,98122,(206) 609-4186,-122.32246417,47.61394783,OTHER COAST CAFE,Consultation/Education - Field,0.0,Complete,False,,,0,PR0080813,DAMJTVX0H,,1.0
MAGIC DRAGON,MAGIC DRAGON,2019-08-06,Seating 13-50 - Risk Category III,3820 RAINIER AVE S,Seattle,98118,,-122.28899026399999,47.5689436875,MAGIC DRAGON,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0043191,DALHOJKV0,,1.0
DOMINO'S PIZZA #7145,DOMINO'S PIZZA #7145,2019-08-06,Seating 0-12 - Risk Category III,4436 RAINIER AVE S #A,SEATTLE,98118,(360) 830-0354,-122.28753611,47.56297521,DOMINO'S PIZZA #7145,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0082743,DAN5AOGG2,,1.0
BARANOF RESTAURANT,BARANOF RESTAURANT,2019-08-06,Seating 51-150 - Risk Category III,8549 GREENWOOD AVE N ,Seattle,98103,(206) 782-9260,-122.3555695276,47.691766531000006,BARANOF RESTAURANT,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0001116,DAEOALXHH,,2.0
PECOS PIT BBQ,PECOS PIT BBQ,2019-08-06,Seating 51-150 - Risk Category III,4400 35TH AVE SW,SEATTLE,98126,(425) 417-0671,-122.37593600000001,47.564771,PECOS PIT BBQ,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0085721,DAOHT3THF,,2.0
ABURIYA BENTO HOUSE,ABURIYA BENTO HOUSE,2019-08-06,Seating 13-50 - Risk Category III,2100 WESTERN AVE B,SEATTLE,98121,(206) 453-4685,-122.34478292,47.61130615,ABURIYA BENTO HOUSE,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,"2600 - Compliance with risk control plans, variances, plan of operation; valid permit; appr procedur",10,PR0080364,DA0UXCS0X,IVK94JYRR,2.0
GRACIOUS FOODS LLC,EZELL'S FAMOUS CHICKEN,2019-08-06,Seating 0-12 - Risk Category III,4436 RAINIER AVE S #B,SEATTLE,98118,(206) 384-7629,-122.28749599999999,47.563067,GRACIOUS FOODS LLC,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0083737,DAWCL7LEN,,1.0
ARADA CENTER,ARADA CENTER,2019-08-06,Seating 0-12 - Risk Category III,452 12TH AVE,SEATTLE,98122,,-122.31655001520001,47.6056748786,ARADA CENTER,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0046630,DA0GZDPVM,,1.0
BAR CHARLIE,BAR CHARLIE,2019-08-06,Seating 13-50 - Risk Category III,3801 STONE WAY N STE D,SEATTLE,98103,(206) 708-9793,-122.34303445,47.6529772,BAR CHARLIE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0086392,DAYBT02S0,,1.0
AL-RAHMAN CORPORATION,AL-RAHMAN CORPORATION,2019-08-06,Seating 51-150 - Risk Category III,3770 SW ALASKA ST,SEATTLE,98126,(206) 937-6900,-122.37981679,47.56133483,AL-RAHMAN CORPORATION,Routine Inspection/Field Review,25.0,Unsatisfactory,False,RED,1710 - Proper hot holding temperatures (less than130 degrees),25,PR0081269,DAB00RHO5,IV0Y1BNGS,2.0
"MEDITERRANEAN MARKET, INC.","MEDITERRANEAN MARKET, INC.",2019-08-06,Seating 0-12 - Risk Category III,2307 RAINIER AVE S ,Seattle,98144,(206) 325-1530,-122.3017598047,47.582706812,"MEDITERRANEAN MARKET, INC.",Routine Inspection/Field Review,42.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0003314,DASVSDONC,IVOFOD00C,2.0
NIKKO TERIYAKI,NIKKO TERIYAKI,2019-08-06,Seating 0-12 - Risk Category III,4710 42ND AVE SW ,SEATTLE,98116,(253) 952-7502,-122.3852541771,47.560679159399996,NIKKO TERIYAKI,Return Inspection,0.0,Satisfactory,False,,,0,PR0067368,DAC7DTJCM,,2.0
AFC SUSHI @ SAFEWAY #1143,AFC SUSHI @ SAFEWAY #1143,2019-08-06,Seating 0-12 - Risk Category III,8340 15TH AVE NW,SEATTLE,98117,(310) 604-3200,-122.37640847,47.6900328,AFC SUSHI @ SAFEWAY #1143,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0087861,DAEKO470K,,1.0
BON APPETIT AT ZULILY,BON APPETIT AT ZULILY,2019-08-06,Seating 151-250 - Risk Category III,2601 ELLIOTT AVE,SEATTLE,98121,,-122.352572,47.614257,BON APPETIT AT ZULILY,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0083968,DAHZX9IGE,,1.0
ALKI HOMEFRONT SMOOTHIES & ESPRESSO,ALKI HOMEFRONT SMOOTHIES & ESPRESSO,2019-08-06,Seating 13-50 - Risk Category III,2622 ALKI AVE SW #101,SEATTLE,98116,(206) 937-8797,-122.4074298366,47.5800652245,ALKI HOMEFRONT SMOOTHIES & ESPRESSO,Routine Inspection/Field Review,13.0,Unsatisfactory,False,BLUE,"3600 - Proper eating, tasting, drinking, or tobacco use",3,PR0057251,DAVTDAOLA,IVF010TYZ,2.0
HANNYATOU LLC,HANNYATOU LLC,2019-08-06,Seating 13-50 - Risk Category III,1060 N 39TH ST ,Seattle,98103,(206) 226-2226,-122.3441699414,47.6539865251,HANNYATOU LLC,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0046462,DATUUWWE6,IVYGUUA0Y,1.0
NEW FREEWAY HALL,NEW FREEWAY HALL,2019-08-06,Seating 13-50 - Risk Category III,5018 RAINIER AVE S ,Seattle,98118,(206) 722-2453,-122.2838000699,47.5565487337,NEW FREEWAY HALL,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0014716,DAD2BORB5,,1.0
PIZZA GALLERY THE,PIZZA GALLERY THE,2019-08-06,Seating 0-12 - Risk Category III,1117 SW 128TH ST ,Seattle,98146,(206) 244-5025,-122.3491915371,47.487776115100004,PIZZA GALLERY THE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0022440,DA3LHHVJM,,1.0
WEST SEATTLE CHAR LLC DBA HABITAT BURGER,WEST SEATTLE CHAR LLC DBA HABITAT BURGER,2019-08-06,Seating 13-50 - Risk Category III,3501 SW AVALON WAY,SEATTLE,98126,(253) 243-7866,-122.37642732,47.56389166,WEST SEATTLE CHAR LLC DBA HABITAT BURGER,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0088351,DAH60FD2Q,,1.0
BUERJIA CHINESE SAUERKRAUT FISH,BUERJIA CHINESE SAUERKRAUT FISH,2019-08-06,Seating 51-150 - Risk Category III,13200 AURORA AVE N STE D,SEATTLE,98133,(206) 370-1985,-122.34360478,47.72503653,BUERJIA CHINESE SAUERKRAUT FISH,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0085071,DACT08400,IV9LLBNVK,1.0
COLD PLATE,COLD PLATE,2019-08-06,Seating 0-12 - Risk Category II,5240 UNIVERSITY WAY NE #B,SEATTLE,98105,(206) 661-8113,-122.31277,47.66767,COLD PLATE,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2200 - Accurate thermometer provided and used ...,5,PR0087596,DACTADOY2,IVKKSFWJI,1.0
KAMONEGI,KAMONEGI,2019-08-06,Seating 13-50 - Risk Category III,1054 N 39TH ST,SEATTLE,98103,(206) 794-4403,-122.34423443959999,47.6540481859,KAMONEGI,Routine Inspection/Field Review,15.0,Unsatisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0072182,DA3ZMMVEM,IV7QPRBHP,1.0
AGAVE,AGAVE,2019-08-06,Seating 51-150 - Risk Category III,4727 42ND AVE SW,SEATTLE,98116,(425) 324-1626,-122.385714527,47.5606063393,AGAVE,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0078080,DAJK1B90M,IVEBMOECM,2.0
SAFEWAY  #1143,SAFEWAY STORE #1143 - DELI,2019-08-06,Seating 0-12 - Risk Category III,8340 15TH AVE NW ,Seattle,98117,,-122.3764098453,47.6900311011,SAFEWAY  #1143,Routine Inspection/Field Review,7.0,Satisfactory,False,BLUE,4900 - Adequate ventilation; lighting; designated area...,2,PR0011233,DAS1I4N00,IVRBFOCXI,1.0
LUNA PARK CAFE,LUNA PARK CAFE,2019-08-06,Seating 51-150 - Risk Category III,2918 SW AVALON WAY ,Seattle,98126,(206) 935-7250,-122.3709994934,47.5706696076,LUNA PARK CAFE,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0020520,DAETDC9SX,IVJEHS0VW,2.0
DUKEM MARKET LLC,DUKEM MARKET LLC,2019-08-06,Seating 0-12 - Risk Category III,215 SW 152ND ST,BURIEN,98168,(206) 226-7874,-122.33724061299999,47.4666026363,DUKEM MARKET LLC,Routine Inspection/Field Review,30.0,Unsatisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0081432,DA6XDRN06,IV4DXERX7,2.0
MAHARAJA CUSINE OF INDIA,MAHARAJA CUSINE OF INDIA,2019-08-07,Seating 51-150 - Risk Category III,4542 CALIFORNIA AVE SW ,SEATTLE,98116,(206) 935-9443,-122.3865515174,47.5616308503,MAHARAJA CUSINE OF INDIA,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3200 - Insects, rodents, animals not present; entrance controlled.",5,PR0004034,DAZO498NY,IVXGARKD8,1.0
THE COOKIE COUNTER,THE COOKIE COUNTER,2019-08-07,Seating 13-50 - Risk Category II,517 E PIKE ST SUIT A,SEATTLE,98122,(206) 369-8749,-122.32480663,47.61386313,THE COOKIE COUNTER,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0082288,DALT1LBWS,,1.0
JAVA JAZZ,JAVA JAZZ,2019-08-07,Seating 0-12 - Risk Category I,3457 15TH AVE W ,SEATTLE,98119,(206) 498-2177,-122.37651943709999,47.6508875483,JAVA JAZZ,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0065080,DAYHDKBBA,IVPJIPMRE,1.0
BEER & WINE SOURCE,BEER & WINE SOURCE,2019-08-07,Seating 0-12 - Risk Category II,9601 16TH AVE SW,SEATTLE,98106,(206) 939-9093,-122.35533840000001,47.51720866,BEER & WINE SOURCE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0086169,DACV9P5BT,,1.0
ANGEL CITY DELI,ANGEL CITY DELI,2019-08-07,Seating 0-12 - Risk Category III,12621 RENTON AVE S #C,SEATTLE,98178,(206) 772-2223,-122.23980309999999,47.49063666,ANGEL CITY DELI,Routine Inspection/Field Review,25.0,Unsatisfactory,False,RED,1600 - Proper cooling procedure,25,PR0083286,DAASCSHYN,IVLBRTYZS,2.0
SAFEWAY # 1965,SAFEWAY - CHINA EXPRESS/ DELI,2019-08-07,Seating 0-12 - Risk Category III,9262 RAINIER AVE S ,SEATTLE,98118,(425) 637-2213,-122.268247229,47.520946953,SAFEWAY # 1965,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0068670,DAUMF5KGW,IVVCNYO4R,1.0
AMY'S MERKATO,AMY'S MERKATO,2019-08-07,Seating 0-12 - Risk Category III,5710 RAINIER AVE S,SEATTLE,98118,(206) 324-2527,-122.27731011,47.55090617,AMY'S MERKATO,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0086956,DA0D3BCI0,,1.0
BILLY BEACH SUSHI & BAR,BILLY BEACH SUSHI & BAR,2019-08-07,Seating 13-50 - Risk Category III,5463 LEARY AVE NW,SEATTLE,98107,(425) 890-6987,-122.38434693,47.6681695,BILLY BEACH SUSHI & BAR,Routine Inspection/Field Review,28.0,Unsatisfactory,False,BLUE,3000 - Proper thawing methods used,3,PR0081007,DAMTNTAKC,IV3YPGM9I,2.0
SUBWAY #13549,SUBWAY #13549,2019-08-07,Seating 13-50 - Risk Category III,103 YESLER WAY,Seattle,98104,(206) 622-7040,-122.3313085448,47.601575696400005,SUBWAY #13549,Routine Inspection/Field Review,25.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0014414,DAQ1C0KKL,IVCP0IJ7R,1.0
TAQUERIA LOS POTRILLOS #4,TAQUERIA LOS POTRILLOS #4,2019-08-07,Seating 13-50 - Risk Category III,9600 16TH AVE SW,SEATTLE,98106,(206) 422-5502,-122.35494386,47.51720554,TAQUERIA LOS POTRILLOS #4,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0085518,DAGNX7DFY,,2.0
7-ELEVEN #2361 - 39423A,7-ELEVEN 2361-39423A,2019-08-07,Seating 0-12 - Risk Category III,14605 1ST AVE S,BURIEN,98168,(206) 393-2222,-122.33436046,47.47196982,7-ELEVEN #2361 - 39423A,Consultation/Education - Field,0.0,Complete,False,,,0,PR0080989,DA8YQU8JM,,2.0
MAWADA CAFE GREEK RESTAURANT,MAWADA CAFE GREEK RESTAURANT,2019-08-07,Seating 13-50 - Risk Category III,14200 1ST AVE S #C,BURIEN,98168,(206) 248-7282,-122.33351361940001,47.4762880306,MAWADA CAFE GREEK RESTAURANT,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2200 - Accurate thermometer provided and used ...,5,PR0051130,DALOILIMG,IVSINSWWA,2.0
WEST SEATTLE BREWING CO.,WEST SEATTLE BREWING CO.,2019-08-07,Seating 51-150 - Risk Category III,2536  B ALKI AVE SW,SEATTLE,98116,(206) 405-0972,-122.4067736315,47.580380363500005,WEST SEATTLE BREWING CO.,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0071330,DA0UZSDE4,,1.0
OPUS CO.,OPUS CO.,2019-08-07,Seating 13-50 - Risk Category III,7410 GREENWOOD AVE N,SEATTLE,98103,(206) 420-8360,-122.35507557,47.68286429,OPUS CO.,Routine Inspection/Field Review,0.0,Incomplete,False,,,0,PR0083390,DA4VYYBOY,,1.0
FLINTCREEK CATTLE CO,FLINTCREEK CATTLE CO,2019-08-07,Seating 51-150 - Risk Category III,8421 GREENWOOD AVE N,SEATTLE,98103,(206) 226-2066,-122.35557814,47.69043087,FLINTCREEK CATTLE CO,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0086128,DAQOXZOPV,,1.0
NOBLE BARTON,NOBLE BARTON,2019-08-07,Seating 51-150 - Risk Category III,9635 16TH AVE SW,SEATTLE,98106,(206) 225-8375,-122.35542184,47.51619935,NOBLE BARTON,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0085034,DADBHU8VT,,1.0
WHOLE FOODS MARKET,WHOLE FOODS MARKET - BAKERY,2019-08-07,Seating 0-12 - Risk Category II,1026 NE 64TH ST,Seattle,98115,(510) 428-7400,-122.3164214282,47.675131683900005,WHOLE FOODS MARKET,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0055080,DASTGDQIU,,1.0
FREMONT EXPRESS FOOD,FREMONT EXPRESS FOOD,2019-08-07,Seating 0-12 - Risk Category III,418 N 36TH ST,SEATTLE,98103,(206) 851-7178,-122.35359727,47.65221245,FREMONT EXPRESS FOOD,Routine Inspection/Field Review,40.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0084772,DASZTXT3M,IVDOM7HKP,2.0
WHOLE FOODS MARKET,WHOLE FOODS MARKET - DELI,2019-08-07,Seating 0-12 - Risk Category III,1026 NE 64TH ST,Seattle,98115,(510) 428-7400,-122.3164214282,47.675131683900005,WHOLE FOODS MARKET,Routine Inspection/Field Review,10.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0055079,DA09TPENN,IVWVFLLM7,1.0
HERFY'S BURGERS & SHAKES,HERFY'S BURGERS & SHAKES,2019-08-07,Seating 13-50 - Risk Category III,14017 1ST AVE S STE 103,BURIEN,98168,(206) 261-2974,-122.33443622770001,47.4771149306,HERFY'S BURGERS & SHAKES,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0046216,DAS5T0YFJ,,1.0
ALKI BEACH PUB & EATERY,ALKI BEACH PUB & EATERY,2019-08-07,Seating 51-150 - Risk Category III,2722 ALKI AVE SW ,SEATTLE,98116,(253) 678-5546,-122.41090706809999,47.578876020200006,ALKI BEACH PUB & EATERY,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0044182,DARCJ5MTJ,IVNNUKZ4B,1.0
ELLIOTT'S OYSTER HOUSE,ELLIOTT'S OYSTER HOUSE,2019-08-07,Seating 151-250 - Risk Category III,1201 ALASKAN WAY PIER 56,SEATTLE,98101,(206) 957-3202,-122.34041,47.60542,ELLIOTT'S OYSTER HOUSE,Routine Inspection/Field Review,35.0,Unsatisfactory,False,RED,1600 - Proper cooling procedure,25,PR0004147,DAETRREIR,IV4XQS1IR,2.0
PHO LILY RESTAURANT,PHO LILY RESTAURANT,2019-08-07,Seating 13-50 - Risk Category III,14611 1ST AVE S,BURIEN,98168,,-122.3342761899,47.4717456025,PHO LILY RESTAURANT,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,1400 - Raw meats below and away from ready to eat food; species separated,5,PR0076274,DA0X4OCQA,IVCZK2JXR,1.0
LITTLE PRAGUE BAKERY &   DELI,LITTLE PRAGUE BAKERY,2019-08-07,Seating 0-12 - Risk Category III,6045 CALIFORNIA AVE SW,SEATTLE,98136,(206) 734-5976,-122.3873684153,47.547158511499994,LITTLE PRAGUE BAKERY &   DELI,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0065452,DAS37BXXF,,1.0
LUCKY DRAGONZ RESTAURANT & SKYWAY PARK BOWL,LUCKY DRAGONZ RESTAURANT & SKYWAY PARK BOWL,2019-08-07,Seating 151-250 - Risk Category III,11819 RENTON AVE S,SEATTLE,98178,(206) 772-1220,-122.24615269479999,47.4964775546,LUCKY DRAGONZ RESTAURANT & SKYWAY PARK BOWL,Consultation/Education - Field,0.0,Complete,False,,,0,PR0005808,DAWLNH0G2,,3.0
PIE,PIE,2019-08-07,Seating 0-12 - Risk Category III,3515 FREMONT AVE N #B,SEATTLE,98103,(206) 436-8590,-122.35022042,47.65114101,PIE,Routine Inspection/Field Review,25.0,Unsatisfactory,False,RED,1600 - Proper cooling procedure,25,PR0081060,DALSXK9GT,IVWFYFZY7,2.0
TOSHI'S TERIYAKI,TOSHI'S TERIYAKI,2019-08-07,Seating 13-50 - Risk Category III,14200 1ST AVE S STE F,BURIEN,98168,(206) 619-8737,-122.33351361940001,47.4762880306,TOSHI'S TERIYAKI,Routine Inspection/Field Review,25.0,Unsatisfactory,False,RED,1710 - Proper hot holding temperatures (less than130 degrees),25,PR0044929,DAGG0YXCN,IV3YIXNSV,2.0
CAFE' MIA,CAFE' MIA,2019-08-07,Seating 13-50 - Risk Category III,4310 SW OREGON ST ,SEATTLE,98116,(616) 818-2183,-122.3873149138,47.563089478,CAFE' MIA,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,1400 - Raw meats below and away from ready to eat food; species separated,5,PR0067749,DA4EEWH0T,IV6RWNY4X,2.0
CAFE D'ARTE,CAFE D'ARTE,2019-08-07,Seating 13-50 - Risk Category III,99 YESLER WAY,SEATTLE,98104,(253) 252-7050,-122.3342001241,47.60155788149999,CAFE D'ARTE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0064446,DAAUAU0XR,,1.0
PIONEER SQUARE COFFEE BAR,PIONEER SQUARE COFFEE BAR,2019-08-07,Seating 13-50 - Risk Category II,79 YESLER WAY,Seattle,98104,(206) 622-5544,-122.33520710280001,47.601578258400004,PIONEER SQUARE COFFEE BAR,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0032371,DA0WU3SY5,,1.0
CHOPSTICKS CUISINE,CHOPSTICKS CUISINE,2019-08-07,Seating 51-150 - Risk Category III,7347 35TH AVE NE ,Seattle,98115,(617) 922-8562,-122.2908020767,47.682780253500006,CHOPSTICKS CUISINE,Routine Inspection/Field Review,15.0,Unsatisfactory,False,RED,1500 - Proper handling of pooled eggs,5,PR0022622,DAGC87CDA,IVDCUOCCK,1.0
BUCKLEY'S ON QUEEN ANNE,BUCKLEY'S ON QUEEN ANNE,2019-08-07,Seating 51-150 - Risk Category III,232 1ST AVE W ,SEATTLE,98119,(206) 283-1400,-122.3578282733,47.6207514966,BUCKLEY'S ON QUEEN ANNE,Return Inspection,0.0,Satisfactory,False,,,0,PR0066441,DABM93CO2,,2.0
JAK'S GRILL,JAK'S GRILL,2019-08-07,Seating 51-150 - Risk Category III,4548 CALIFORNIA AVE SW ,Seattle,98116,(206) 937-7809,-122.3865585909,47.5613495626,JAK'S GRILL,Routine Inspection/Field Review,15.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0002275,DANXQZRXL,IVDZWTSIR,2.0
SKAL BEER HALL,SKAL BEER HALL,2019-08-07,Seating 51-150 - Risk Category III,5429 BALLARD AVE NW,SEATTLE,98107,(206) 829-9615,-122.38585102,47.66801916,SKAL BEER HALL,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0088177,DAQAF9VBO,,1.0
